"﻿""Key""",Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
VXUQVP4W,book,2005,"Tennison, Jeni",Beginning XSLT 2.0: from novice to professional,,978-1-59059-324-0,,,,"This followup to Jeni Tennison's Beginning XSLT has been updated to accomodate the revised XSLT standard. Part one of this book introduces XML and XSLT at a comfortable pace, and gradually demonstrates techniques for generating HTML (plus other formats), from XML. In part two, Tennison applies theory to real-life XSLT capabilities - including generating graphics. Each chapter includes step-by-step examples, plus review questions at the end, to help you grasp the discussed features.",2005,2025-11-07 11:50:12,2025-11-07 11:50:12,,,824,,,,,Beginning XSLT 2.0,,,,,Apress ; Distributed to the book trade in the United States by Springer-Verlag,"Berkeley, CA : New York",en,,,,,,,,,,,,act_Modeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B47IGHHM,book,2008,"Piatti, Barbara","Die Geographie der Literatur : Schauplätze, Handlungsräume, Raumphantasien",,978-3-8353-0329-4,,,http://www.wallstein-verlag.de/9783835303294-barbara-piatti-die-geographie-der-literatur.html,"Konzepte einer künftigen Literaturgeographie, die literarische Schauplätze zum Ausgangspunkt der Textanalysen macht. Wo spielt Literatur? Die vermeintlich simple Frage eröffnet ein erst in Ansätzen etabliertes Forschungsgebiet mit neuen methodischen Zugängen unter dem Stichwort »Literaturgeographie«. Jede literarische Handlung ist irgendwo lokalisiert, wobei die Skala von gänzlich imaginären bis zu realistisch gezeichneten Schauplätzen mit hohem Wiedererkennungswert reicht. Die Literaturgeographie rückt die vielfältigen Bezugnahmen von Räumen der Fiktion auf den Realraum hin ins Zentrum der Aufmerksamkeit: Literatur weist eine spezifische Geographie auf, die ganz eigenen Regeln folgt. Denn fiktionale Räume sind niemals nur mimetische Abbilder der Realität, auch wenn sie sich auf existierende Landschaften und Städte beziehen. Vielmehr müssen die poetologischen Verfahren von Verfremdung, Überblendung, Neubenennung, die Kombinationsmöglichkeiten von realen Orten mit fiktiven Elementen in Visualisierungskonzepte und Deutungen der Textanalysen einfließen. Diese Theorie findet zunächst Anwendung auf eine an literarischen Schauplätzen überreiche Modellregion: auf den Vierwaldstättersee und das Gotthardmassiv in der Zentralschweiz. Im Anschluss wird der methodische Horizont für einen Literaturatlas aufgespannt - und das Potenzial literatur­geographischer Konzepte im Hinblick auf eine vergleichende europäische Literaturgeschichte aufgezeigt. 17 beigefügte vierfarbige Faltkarten ermöglichen die differenzierte Gegenüberstellung von fiktionalen und realen Landschaften.",2008,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,Die Geographie der Literatur,,,,,Wallstein,Göttingen,de,,,,,,,,,,,,act_Visualizing; obj_Literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MXYKG5J9,book,2001,"Baayen, R. Harald",Word frequency distributions,,978-0-7923-7017-8 978-1-4020-0927-3,,,,"This book is a comprehensive introduction to the statistical analysis of word frequency distributions, intended for computational linguists, corpus linguists, psycholinguists, and researchers in the field of quantitative stylistics. It aims to make these techniques more accessible for non-specialists, both theoretically, by means of a careful introduction to the underlying probabilistic and statistical concepts, and practically, by providing a program library implementing the main models for word frequency distributions.",2001,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,,,,,Kluwer Academic,Dordrecht; Boston,en,,,,,,,,,,,,AnalyzeStatistically; bigdata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5IX797NA,book,1991,"Bader, Winfried",Simson bei Delila: computerlinguistische Interpretation des Textes Ri 13 - 16,,978-3-7720-1952-4,,,,,1991,2025-11-07 11:50:12,2025-11-07 11:50:12,,,468,,3,,,,"Textwissenschaft, Theologie, Hermeneutik, Linguistik, Literaturanalyse, Informatik",,,,Francke,Tübingen,de,,,,,,,"PhD Thesis: Tübingen, 1989.",,,,,goal_Analysis; goal_Interpretation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JNMA46V,book,2014,"Deuff, Olivier Le",Les temps des humanités digitales,,978-2-36405-122-5,,,,"Les humanités digitales se situent à la croisée de l informatique, des arts, des lettres et des sciences humaines et sociales. Elles s enracinent dans un mouvement en faveur de la diffusion, du partage et de la valorisation du savoir. Avec leur apparition, les universités, les lieux de savoir et les chercheurs vivent une transformation importante de leur mode de travail. Cela entraîne une évolution des compétences et des pratiques. Cet ouvrage explique les origines des humanités digitales et ses évolutions. Il décrit leurs réussites, leurs potentialités, leur rapport à la technique et comment elles transforment les sciences humaines, la recherche et l enseignement. Il examine les enjeux des nouveaux formats, modes de lecture, et des outils de communication et de visualisation. Ce livre permet d aller plus loin dans vos pratiques et vos réflexions. Le temps des humanités digitales est venu !",2014,2025-11-07 11:50:12,2025-11-07 11:50:12,,,176,,,,,,,,,,FYP EDITIONS,Limoges,Français,,,,,Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67EA7TIQ,book,2013,"Vial, Stéphane, Lévy, Pierre",L'être et l'écran comment le numérique change la perception,,,,,,,2013,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,,,,,Presses universitaires de France,Paris,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z468TBW7,book,2013,"Dufrêne, Bernadette; Ihadjadene, Madjid; Bruckmann, Denis",Numérisation du patrimoine: quelles médiations? quels accès? quelles cultures?,,978-2-7056-8742-7,,,http://www.amazon.de/Num%C3%A9risation-patrimoine-Quelles-m%C3%A9diations-cultures/dp/2705687424,,2013,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,Numérisation du patrimoine,,,,,Hermann,Paris,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIPRGLIZ,book,1962,"Ellegård, Alvar","A statistical method for determining authorship: the Junius letters, 1769-1772.",,,,,,,1962,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,A statistical method for determining authorship,,,,,,Göteborg,en,,,,,,,,,,,,AnalyzeStatistically; t_Stylometry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ABBMQDJ,book,2013,"Sahle, Patrick","Digitale Editionsformen. Zum Umgang mit der Überlieferung unter den Bedingungen des Medienwandels. Teil 2: Befunde, Theorie und Methodik.",,978-3-8482-5252-7,,,http://kups.ub.uni-koeln.de/5352/,"Die neuen Technologien und Medien sind auch für die wissenschaftliche Edition eine Herausforderung. Die Entwicklung unterschiedlicher digitaler Ausgabeformen in den letzten Jahren kann zunächst als evolutionäre Abfolge verschiedener technischer Paradigmen beschrieben werden, die jeweils auch inhaltliche und methodische Konsequenzen hatten. Auf dieser Grundlage lassen sich Bausteine für eine neue verallgemeinernde Theorie der - nun digitalen - Edition umreißen, die ihren Kern u.a. im Konzept der Transmedialisierung findet. Damit ist nach der spezifischen Formung von Methode und Praxis in analogen und digitalen Medien eine Neufassung der Zielstellungen der Edition auf einer eher medienneutralen, konzeptionellen Ebene zu erreichen. Die veränderten Bedingungen und unsere zunehmend digitale Umwelt führen dazu, dass fast alle Bereiche der Edition einem Wandel unterworfen werden. Auch einige dieser Aspekte werden in diesem Band genauer beleuchtet.",2013,2025-11-07 11:50:12,2025-11-07 11:50:12,2014-02-09 12:48:57,,,,8,,,Digitale Editionsformen. Zum Umgang mit der Überlieferung unter den Bedingungen des Medienwandels. Teil 2,,,,,BoD,Norderstedt,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZSNKKJ2Y,book,2008,"Hulle, Dirk van","Manuscript genetics, Joyce's know-how, Beckett's nohow",,978-0-8130-3200-9,,,,,2008,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,,,,,University Press of Florida,Gainesville,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5DL5UFX,book,2011,"Ramsay, Stephen",Reading machines : toward an algorithmic criticism,,978-0-252-03641-5,,,https://www.press.uillinois.edu/books/?id=p078200#preview,"Computers can handle vast amounts of data, allowing for the comparison of texts in ways that were previously too overwhelming for individuals, but they may also assist in enhancing the entirely necessary role of subjectivity in critical interpretation. Reading Machines discusses the importance of this new form of text analysis conducted with the assistance of computers. Ramsay suggests that the rigidity of computation can be enlisted by intuition, subjectivity, and play.",2011,2025-11-07 11:50:12,2025-12-04 23:12:32,,,,,,,,Reading machines,,,,,University of Illinois Press,Urbana  Ill.,en,,,,,,,,,,,,AnalyzeQualitatively; bigdata; meta_Theorizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAMQHWW5,book,2006,"Shillingsburg, Peter",From Gutenberg to Google. Electronic Representations of Literary Texts,,978-0-521-86498-5,,,http://www.cambridge.org/us/academic/subjects/literature/printing-and-publishing-history/gutenberg-google-electronic-representations-literary-texts,"As technologies for electronic texts develop into ever more sophisticated engines for capturing different kinds of information, radical changes are underway in the way we write, transmit and read texts. In this thought-provoking work, Peter Shillingsburg considers the potentials and pitfalls, the enhancements and distortions, the achievements and inadequacies of electronic editions of literary texts. In tracing historical changes in the processes of composition, revision, production, distribution and reception, Shillingsburg reveals what is involved in the task of transferring texts from print to electronic media. He explores the potentials, some yet untapped, for electronic representations of printed works in ways that will make the electronic representation both more accurate and more rich than was ever possible with printed forms. However, he also keeps in mind the possible loss of the book as a material object and the negative consequences of technology.",2006,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,,,,,Cambridge Univ. Press,Cambridge,en,,,,,,,,,,,,act_Publishing; act_Annotating; obj_Text; obj_Literature; goal_Enrichment; t_Encoding; meta_Theorizing; act_Editing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88CMJ3UU,book,2004,,A Companion to Digital Humanities,,978-1-4051-0321-3,,,http://www.digitalhumanities.org/companion/,"This Companion offers a thorough, concise overview of the emerging field of humanities computing. Contains 37 original articles written by leaders in the field. Addresses the central concerns shared by those interested in the subject. Major sections focus on the experience of particular disciplines in applying computational methods to research problems; the basic principles of humanities computing; specific applications and methods; and production, dissemination and archiving. Accompanied by a website featuring supplementary materials, standard readings in the field and essays to be included in future editions of the Companion.",2004,2025-11-07 11:50:12,2025-11-07 11:50:12,2010-05-17 09:48:49,,,,,,,,Blackwell Companions to Literature and Culture,,,,Blackwell Publishing Professional,Oxford,en,,,,,,,,,,,,meta_GiveOverview; act_Publishing; X-CHECK; t_Encoding; *****; meta_Theorizing,"Siemens, Ray; Unsworth, John; Schreibman, Susan",,,,,,,,,,,,,,,,,,,Hardcover,,,,,,,,,,,,,,,,,,,,,,,,,,
UAWEMLSP,book,2011,"Hulle, Dirk van; Stéphane de Schrevel, Gent",The making of Samuel Beckett's stirrings still/ soubresauts and comment dire/what is the word,,,,,http://librarytitles.ebrary.com/Doc?id=10781907,,2011,2025-11-07 11:50:12,2025-11-07 11:50:12,2015-05-12 08:08:27,,,,,,,,,,,,,,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HVBNGVN5,book,2011,"Kepper, Johannes",Musikedition im Zeichen neuer Medien : historische Entwicklung und gegenwärtige Perspektiven musikalischer Gesamtausgaben,,978-3-8448-0076-0,,,http://ifb.bsz-bw.de/bsz36848601Xrez-1.pdf,"Die Keimzelle der Musikwissenschaft als geisteswissenschaftlicher Disziplin liegt in den Bemühungen des 19. Jahrhunderts, die Werke herausragender Komponisten zu konservieren und einer breiteren Öffentlichkeit zu erschließen. In diesem Umfeld erschien im Jahr 1851 der erste Band der Bach-Gesamtausgabe, herausgegeben von der Leipziger Bachgesellschaft. Alle nachfolgenden Musiker-Ausgaben entwickelten sich auf dieser Basis und reizten die Möglichkeiten des Buchmediums in zunehmenden Maße aus. Seit etwa zehn Jahren wird versucht, das Potential digitaler Medien für die Musikphilologie zu erschließen. Ausgehend von der Geschichte musikwissenschaftlicher Ausgaben und einer kritischen Reflektion des bisher Geleisteten, weist dieser Band mögliche neue Perspektiven für zukünftige, dem neuen Medium angemessene Editionsformen auf.",2011,2025-11-07 11:50:12,2025-11-07 11:50:12,,,416,,,,,Musikedition im Zeichen neuer Medien,,,,,Books on Demand,Norderstedt,de,,,,,,,,,,,,goal_Enrichment; obj_Music; t_Encoding; meta_Theorizing; obj_SheetMusic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLLXBX2B,book,2010,"Kirschenbaum, Matthew; Ovenden, Richard; Redwine, Gabriela",Digital forensics and born-digital content in cultural heritage collections,,978-1-932326-37-6,,,http://www.clir.org/pubs/reports/reports/pub149/pub149.pdf,"While the purview of digital forensics was once specialized to fields of law enforcement, computer security, and national defense, the increasing ubiquity of computers and electronic devices means that digital forensics is now used in a wide variety of cases and circumstances. Most records today are born digital, and libraries and other collecting institutions increasingly receive computer storage media as part of their acquisition of ""papers"" from writers, scholars, scientists, musicians, and public figures. This poses new challenges to librarians, archivists, and curators—challenges related to accessing and preserving legacy formats, recovering data, ensuring authenticity, and maintaining trust. The methods and tools developed by forensics experts represent a novel approach to these demands. For example, the same forensics software that indexes a criminal suspect's hard drive allows the archivist to prepare a comprehensive manifest of the electronic files a donor has turned over for accession. This report introduces the field of digital forensics in the cultural heritage sector and explores some points of convergence between the interests of those charged with collecting and maintaining born-digital cultural heritage materials and those charged with collecting and maintaining legal evidence.",2010,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,,,,,Council on Library and Information Resources,Washington  D.C.,en,,,,,,,,,,,,meta_GiveOverview; AnalyzeStatistically,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
